id,name,access,addr:city,addr:district,addr:housenumber,addr:locality,addr:place,addr:postcode,addr:street,addr:unit,alt_name,barrier,created_by,description,designation,disused:leisure,fee,fence_type,landuse,layer,leisure,location,material,name:ar,name:de,name:en,name:es,name:etymology,name:etymology:description,name:etymology:wikidata,name:fa,name:fr,name:hi,name:ml,name:ta,name:ur,name:zh,noname,official_name,old_name,opening_hours,operator,operator:type,parking,short_name,source,source:boundary,source_ref,toilets:access,tourism,type,wall,website,wheelchair,wikidata,wikimedia_commons,wikipedia,latitude,longitude
485540372,Sanjay Park,,,,,,,,,,Lake Park,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5804477,77.2043658
486702889,Commonwealth Games Park,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5795304,77.1911385
533569843,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.585737,77.2294664
533569844,Ajay Ahuja Park,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,Q4699625,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.586374,77.2317325
533569848,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5794012,77.2418743
546331088,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,way,,,,,,,28.6204975,77.2065546
553845693,Talkatora Gardens,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,तालकटोरा उद्यान,,,,,,,,,,,,,,,,,,way,,,,Q7679719,,en:Talkatora Gardens,28.6256576,77.1917268
558832166,Tikona Park,,,,,,,,,,,fence,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6461658,77.1954518
570745079,Veer Savarkar Park,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,Q471040,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5843998,77.2225482
610486624,Rajendra Park,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6411318,77.1772612
645626914,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5883666,77.2507672
645626915,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5911816,77.2497553
645626916,Jhulewala Park,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5904627,77.248667
645626917,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5890991,77.2513935
645626922,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5885186,77.2491056
645626923,,,,,,,,,,,,fence,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5909616,77.250787
649068771,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5734459,77.2301861
649068772,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5739721,77.2301373
649068773,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5740088,77.2315367
649068774,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5734968,77.2313852
649068775,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5740344,77.2318864
649068777,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5741601,77.2308375
649068778,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5739979,77.2307709
651655601,District Park Nanakpura,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5843121,77.1723381
658679862,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5911999,77.2516952
660123511,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5907184,77.2521135
660123517,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5898727,77.2517215
660123525,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5906438,77.2514382
660123526,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5902551,77.2517037
661138646,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.583231,77.1989644
661138687,BRICS Friendship Rose Garden,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5870866,77.1855399
663067896,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5908102,77.2486187
665150686,Ambedkar Park,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,Q231690,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6413411,77.175024
665150687,Pusa Harit Kranti Park,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6414946,77.1743444
678829611,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,Esri World Imagery Clarity (Beta),,,,way,,,,,,,28.5824631,77.2391137
697101341,Children's Park,,,,,,,,,,,,,,,,,,,,park,,,,Kinderpark,,,,,,پارک کودکان,Parc pour enfants,शिशु उद्यान,,,بچوں پارک,,,,,Su-Sa 09:30-17:30,,,,,,,,,,way,,,,,,,28.6103997,77.2295183
699609065,VIP Park,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,وی آئی پی پارک,,,,,,,,,,,,,,,way,,,,,,,28.6180934,77.2375232
700260812,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5971811,77.1904169
700261791,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6089449,77.1984943
700293873,Mandi House Gol Chakkar Park,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,मंडी हाउस गोल चक्कर,,,,,,Rotary Number 6,,,,,,,,,,,,way,,,,,,,28.6255443,77.2315713
700293882,Bengali Market Park,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,پارک فروشگاه بنگالی,,बंगाली मार्केट पार्क,,,,,,,,,,,,,,,,,,way,,,,,,,28.6312474,77.2300569
700298283,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6308766,77.2109488
700305761,RWA Central Park,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6290568,77.2031302
700310538,BK Ganjoo Memorial Park,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6305814,77.201869
700310539,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5836119,77.1806863
700310540,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.583301,77.1824941
700310541,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.589607,77.1826521
708281601,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5812064,77.1871895
708281602,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5788793,77.1836168
708281607,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6005091,77.1854964
708281608,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5999599,77.1867538
708281609,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5992159,77.1887816
708433699,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5867793,77.1952694
708433700,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6015597,77.1831726
708433703,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.600921,77.1845326
708433704,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6019317,77.1850046
708433705,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6042329,77.187277
708433708,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6042361,77.1939342
708488756,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6110897,77.1989862
710522942,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.604021,77.2112176
712992084,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6268183,77.2335156
714492369,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5846128,77.2249868
714495782,Thyagaraj Park,,New Delhi,,Thyagaraj Park,,Indian National Airways,110003,,,,,,,,,,,,,park,,,,,,,,,Q2044389,,,त्यागराज पार्क,,,,,,,,,,,,,,,,,,way,,,,,,,28.5786236,77.2143717
714986195,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6528036,77.2154574
717850876,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6469665,77.1877311
743195666,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6363368,77.2191645
761311234,Keshav Park,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5773172,77.195333
777925962,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5776531,77.2363477
777925967,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.575773,77.2344748
777925969,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5753137,77.2340161
814963000,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5880241,77.2279908
814963001,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.588745,77.2295683
814963002,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5890653,77.2306144
814963003,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5846721,77.2316393
815396487,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5929213,77.2306237
815396488,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5934992,77.2309595
815396489,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5946084,77.2304526
815396490,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5946108,77.23093
815396491,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5957341,77.230458
815396492,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5961157,77.2309113
815396493,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5962522,77.2309139
815396494,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5970035,77.2303855
815396495,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5981551,77.2303265
815396496,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5981669,77.230863
815396497,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5993985,77.2307959
815396498,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6000061,77.2307691
815396499,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5998554,77.2302407
815396500,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6007879,77.2292885
815396501,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5846819,77.2278441
819046421,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5697481,77.1902764
819046425,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5771567,77.2334724
819046427,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5773074,77.2320669
819046428,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5772886,77.2305058
819046429,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5744102,77.2304039
819046430,Durga Puja park,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5750386,77.2314349
819742098,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5840534,77.228677
963965352,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,Radhe Park,,,,,,,,,,way,,,,,,,28.6311769,77.1760458
1034066933,,,,,,,,,,,,,,,,,,,grass,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6130944,77.2279084
1034067275,,,,,,,,,,,,,,,,,,,grass,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6127384,77.2319468
1034067339,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6108785,77.2323993
1034067799,,,,,,,,,,,,,,,,,,,grass,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6126164,77.2342812
1034068002,,,,,,,,,,,,,,,,,,,grass,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6128628,77.2319558
1034069165,,,,,,,,,,,,,,,,,,,grass,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6127927,77.2341991
1034069270,,,,,,,,,,,,,,,,,,,grass,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6150073,77.2329387
1034069905,,,,,,,,,,,,,,,,,,,grass,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6135384,77.230885
1097044281,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5754106,77.2307333
1097044282,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5765463,77.2301902
1116351091,East Kidwai Nagar - Eco Park,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,EKN - Eco Park,,,,,,way,,,,,,,28.5715839,77.2173816
1116351092,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5734578,77.2159005
1123151111,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5904527,77.2521192
1123151112,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5904393,77.2513125
1123151113,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5898504,77.2511558
1123151114,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5898326,77.2505107
1123151115,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5902049,77.2511229
1123151116,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5901915,77.2504861
1123151117,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5900409,77.2507514
1123372341,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5929905,77.2482171
1123830763,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5883572,77.2491887
1123830772,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5895481,77.2482216
1123830776,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5909644,77.2477336
1123830779,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5902779,77.2483425
1123830780,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5899665,77.2481943
1123830789,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5899174,77.2474181
1123830790,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5898987,77.246646
1123929405,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5908011,77.2500868
1126432801,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5951977,77.2521257
1126432802,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5952613,77.2521955
1127471662,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5895533,77.2521011
1127481136,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5940641,77.2463549
1127481137,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5940575,77.2471324
1127481138,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5928335,77.246383
1127484002,Sunder Nursery,,,,,,,,,,,,,,,,yes,,,,park,,,,,,,,,,,,सुंदर नर्सरी,,,,,,,,Mo-Su 07:00-22:00,,,,,,,,,,way,,https://www.sundernursery.org,,Q15628824,Category:Sunder Nursery,en:Sunder Nursery,28.5942297,77.2468445
1135350559,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5890379,77.24378
1135417997,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5893358,77.2460881
1136104398,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6458825,77.1897834
1136885728,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6013277,77.2321084
1136942137,Front Lawn,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6261633,77.2358271
1138292912,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6262872,77.2381603
1184581347,Shaheed Udham Singh park,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,Q2473141,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5868252,77.2491901
1202955812,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.58007,77.2176696
1212167177,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5812343,77.2412556
1231653918,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6248758,77.2335804
1238152531,Nehru Park,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,Q1047,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5956621,77.1937136
1243637980,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6051745,77.2273003
1243640648,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6052011,77.2291808
1243927875,,customers,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6015558,77.2292235
1248079160,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6231955,77.2413017
1248079161,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6222346,77.2430323
1254530443,Shaheed Bhagat Singh Park,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,Q377808,,,शहीद भगत सिंह पार्क,,,,,,,,,,,,,,,,,,way,,,,,,,28.5807948,77.2424278
1263399162,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5844491,77.2417235
1264788227,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5841469,77.2432785
1264788246,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5831063,77.2433185
1264899822,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,Esri World Imagery,,,,,way,,,,,,,28.5852475,77.2434333
1264899827,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,Esri World Imagery,,,,,way,,,,,,,28.5850181,77.2436755
1264899833,H Block Park,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5822956,77.2423265
1265084168,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,Esri World Imagery,,,,,way,,,,,,,28.6456707,77.1878951
1265084169,,private,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,Esri World Imagery,,,,,way,,,,,,,28.6461475,77.1904926
1265084172,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,Esri World Imagery,,,,,way,,,,,,,28.6470437,77.1906811
1265084174,Chetak Park,,,,,,,,,,,wall,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,Esri World Imagery,,,,,way,,,,,,,28.6428854,77.188801
1265113295,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.574126,77.2085508
1265113296,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5779314,77.2103494
1265113297,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5746984,77.2086462
1265651029,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.5836786,77.2278535
1267919232,,,,,,,,,,,,wall,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,Delhi Development Authority,,,,,,,,,way,,,,,,,28.5866004,77.1664941
1271156410,,,,,,,,,,,,,,,,,,,grass,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6183664,77.2082542
1271156411,,,,,,,,,,,,,,,,,,,grass,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6182192,77.2082233
1271156428,,,,,,,,,,,,,,,,,,,grass,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6105091,77.2340288
1271156429,,,,,,,,,,,,,,,,,,,grass,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6155668,77.2279979
1271156430,,,,,,,,,,,,,,,,,,,grass,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6158305,77.2272066
1271156433,,,,,,,,,,,,,,,,,,,grass,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.611131,77.2185576
1271156434,,,,,,,,,,,,,,,,,,,grass,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.610927,77.2223049
1271156435,,,,,,,,,,,,,,,,,,,grass,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6108075,77.2234268
1271156441,,,,,,,,,,,,,,,,,,,grass,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,,,,,,,28.6110636,77.223929
